FundingOrgName,Department,Title,StartDate,EndDate,Status,GTRProjectUrl,FundingAmount
MRC,Genetics,Functional antimicrobial resistance during complex interactions of microbial cells with the human host (Complex Diseases: Cells to Systems),01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1853003,0.0
EPSRC,Sch of Physics and Astronomy,Novel materials at extreme conditions,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1861544,0.0
EPSRC,Sch of Physics and Astronomy,The Physics and Biology of Life at Extremes,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1861504,0.0
EPSRC,Chemistry,On site identification of body fluids through mass spectrometry,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1801126,0.0
EPSRC,Sch of Electronic Eng & Computer Science,Queen Mary University of London Innov Placements,01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/S515176/1,34664.0
EPSRC,Dept of Mathematics,Asymptotics of correlation functions for random matrices,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1832015,0.0
EPSRC,Dept of Mathematics,Actions of Linear Groups,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1832533,0.0
EPSRC,Civil Engineering,Bio-engineering Mitigation Debris of Flow,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1846851,0.0
EPSRC,Chemistry,New Directions in Borrowing Hydrogen Catalysis,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1796827,0.0
EPSRC,Applied Maths and Theoretical Physics,Field theories of soft active matter,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1781654,0.0
EPSRC,Mathematical Institute,Nodal domains of Random plane waves,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1789809,0.0
EPSRC,Engineering Computer Science and Maths,Red cell physical properties: effect on biochemical signalling,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1783699,0.0
EPSRC,Computer Science,Learning compact and efficient deformable models of human shape variation,01/10/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1789467,0.0
STFC,Physics,Top quark measurements with the ATLAS detector at the LHC,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1813601,0.0
EPSRC,Chemistry,Electron Paramagnetic Resonance (EPR) and Magnetic Studies of Paramagnetic F-Block Metal Complexes,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=2372076,0.0
MRC,Psychiatry,The Cambridge-Edinburgh Human Imaging and Longitudinal Development (CHILD) study.,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1802123,0.0
EPSRC,Civil & Environmental Engineering,Behaviour and Design of Sustainable Stainless Steel Structures,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1811424,0.0
EPSRC,Computer Laboratory,Detecting and correcting infelicitous phrases in non-native English writing,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1778176,0.0
EPSRC,Mathematical Sciences,Birational rigidity of certain classes of higher-dimensional Fano varieties,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1796035,0.0
EPSRC,"Faculty of Computing, Eng. and Science",On Cherlin's conjecture for finite binary primitive permutation groups,01/04/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/R028702/1,97372.0
EPSRC,Physics,Detection and localisation of radioactive environmental anomalies using aerial radiometric surveying,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1792927,0.0
STFC,Astrophysics Research Institute,Liverpool Telescope Operations 2019-2020,01/04/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/S006176/1,262031.0
EPSRC,Physics,State Comparison Amplification,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1810881,0.0
EPSRC,Imperial College Business School,Road Building and Violence,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1786545,0.0
NERC,Geography,Temporal and spatial patterns of shoreline change and exposure of coastal communities and ecosystems to future flood systems,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=2073548,0.0
EPSRC,School of Engineering,Using atom probe tomography and small angle neutron scattering to study precipiitation in a novel maraging steel,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=2115973,0.0
STFC,Physics,New analytical tools to constrain fundamental physics with astrophysics,01/04/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/S000593/1,28402.0
ESRC,Sch of Society Enterprise and Env,Co-creating a Healthier NHS,01/10/2017,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/R002983/1,218063.0
EPSRC,Materials,Tissue Engineering of Heart Valves,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1802456,0.0
EPSRC,Chemical Engineering,Developing Innovative Radiation Measurement Technologies for Decommissioning,01/10/2017,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/R019223/1,253038.0
ESRC,Criminology,University of Cambridge DTP NPIF Placements 2018,01/04/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/S501621/1,34476.0
EPSRC,Mathematics and Statistics,"Fundamental fields, General Relativity and black holes",01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1798678,0.0
STFC,Physics,Higgs boson measurements using the ATLAS detector at the LHC,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1813540,0.0
MRC,"College of Medical, Veterinary &Life Sci",Scotland-wide study of adherence with cardiovascular medication.,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1651804,0.0
EPSRC,College of Science,A Study of the Mathematical Structure of Scattering Amplitudes Through Their Singularities,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1818299,0.0
EPSRC,Sch of Mathematical & Physical Sciences,Optimal Control of Electrical Storage,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1816514,0.0
NERC,BGS Laboratories,Materials to Land: Supporting better regulation and sustainable soil use decisions,01/06/2017,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/P017010/1,99549.0
EPSRC,Registry,Fronts in inhomogeneous wave equations,26/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1802706,0.0
EPSRC,Mathematics,Statistical Properties of Hyperbolic Groups and Dynamics,03/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1789203,0.0
STFC,Physics and Astronomy,Experimental Particle Physics,18/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1698471,0.0
EPSRC,Sch of Mathematics and Physics,Laboratory studies of neutral and collimated electron-positron beams,01/12/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/N027175/1,414350.0
EPSRC,"Electronic, Electrical and Computer Eng",TASCC: Pervasive low-TeraHz and Video Sensing for Car Autonomy and Driver Assistance (PATH CAD),01/12/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/N012372/1,852949.0
NERC,Environmental Sciences,Proton-Transfer-Reaction Time-of-Flight Mass Spectrometer (PTR-ToF-MS) for aircraft and ground-based applications,01/10/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/T009020/1,300000.0
MRC,Dept of Surgery and Cancer,"Application of novel SPE-NMR protocols and flow-chemistry synthesis for comprehensive annotation of the human urinary metabolome, metabolite identific",01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1965820,0.0
EPSRC,Chemical Engineering,Mapping Microbial Community Structure and Function in Enhanced Biological Phosphorus Systems,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1789661,0.0
STFC,Astronomy Unit,Relativistic effects in cosmology,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1783397,0.0
EPSRC,Mathematics and Statistics,A topic in fractal geometry,27/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1795679,0.0
EPSRC,Civil and Building Engineering,Acoustic emission sensing of geotechnical infrastructure to improve resilience,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1807389,0.0
EPSRC,School of Physics and Astronomy,Current-driven domain wall motion and magnetomemristance in FeRh-based nanostructures,01/07/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/M019020/1,635158.0
AHRC,Sch of Historical Studies,"Beyond the Boundary: Cricket and Community in England, c. 1965-2015",01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1791209,0.0
STFC,Physics,GridPP5 QMUL tranche 2 h/w Grant.,01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/S003622/1,313500.0
STFC,Sch of Mathematical & Physical Sciences,Observational signals from phase transitions in the early Universe,19/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1802922,0.0
STFC,Sch of Physics and Astronomy,DiRAC Bridging Grant 2019,01/04/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/T001321/1,371553.0
EPSRC,Chem Eng and Analytical Science,Reactive Transport Processes in Acid Stimulation of Carbonate Rocks,15/08/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1775123,0.0
EPSRC,Mathematics,Intermediate scaling regimes for kinetic transport,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1793795,0.0
STFC,Sch of Physical Sciences,Planetary Science at the University of Kent,01/04/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/N000854/1,841343.0
STFC,Physics,HEPData 2.0: new technologies and services,01/10/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/N000315/1,380394.0
EPSRC,"Wolfson Sch of Mech, Elec & Manufac Eng",Lubricant surface system for high performance transmissions,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1808500,0.0
MRC,"College of Medical, Veterinary &Life Sci","The organisational structure of class A GPCRs: Implications for pharmacology, function and therapeutic regulation",01/10/2014,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/L023806/1,1893219.0
STFC,Dept of Physics,The study of elementary particles and their interactions,01/10/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/N000242/1,7551074.0
EPSRC,Dept of Bioengineering,3D ultrafast ultrasound with microbubble contrast agents for simultaneous imaging of molecular targets and perfusion in cancer,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=NS/A000042/1,248385.0
EPSRC,Engineering,PhD Studentship in Low Cost Portable Vehicle Emissions Measurement System,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1805733,0.0
EPSRC,School of Physics and Astronomy,Optimisation of cold atom interferometry for space,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1816710,0.0
EPSRC,"Sch of Computing, Engineering & Maths",Novel Hybrid Heat Pipe for space and ground applications,01/04/2017,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P013112/1,722093.0
STFC,Oxford Physics,Multi-pulse laser wakefield acceleration,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1793311,0.0
EPSRC,Sch of Physics and Astronomy,High Pressure Hydrogen and Helium,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1861538,0.0
EPSRC,Civil Engineering,Nonlinear Behaviour of Multi-Joist Timber-Concrete Composite Floors,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1793830,0.0
EPSRC,School of Engineering,Processing of nano copper materials for the production of conductive circuits,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1816544,0.0
MRC,Institute of Child Health,Intellectual Disability and Mental Health: Assessing Genomic Impact on Neurodevelopment (IMAGINE),01/02/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/N022572/1,2548515.0
EPSRC,Sch of Chemistry,Molecular level characterisation of dissolved organic matter for improved water treatment,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1799838,0.0
MRC,Clinical Veterinary Science,Genetic engineering of T-cells for the effective treatment of cancer,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1820492,0.0
EPSRC,Geography and Environmental Science,University of Dundee Innov Placements,01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/S515346/1,11192.0
EPSRC,Chemistry,New Catalytic Strategies for Chemical Synthesis,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1800879,0.0
EPSRC,School of Engineering,Ultrasound imaging for diagnostics of functional muscle status in spinal cord injury,03/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1804964,0.0
EPSRC,Inst of Pharmacy and Biomedical Sci,"Microdevices to develop ex vivo brain slice models of neurodegenerative diseases: enabling longitudinal, high-resolution, live-tissue imaging",01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1810818,0.0
NERC,Science Programmes,UK Relic Air Extraction and Gas Analysis System (UK RArE-GAS),01/10/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/T008911/1,299658.0
MRC,Neurosciences,Developing a novel zebrafish model to study mechanisms of neurodegeneration in pontocerebellar hypoplasia,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1812145,0.0
STFC,Physics,Nuclear Physics Theory,01/06/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/M006433/1,498541.0
EPSRC,Computer Laboratory,Terrain modelling,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1778303,0.0
AHRC,School of Applied Social Sciences,Women in a 'Man's World': A Study of Women Working in Leadership Positions in Men's Professional Football in England.,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1768400,0.0
STFC,School of Physics and Astronomy,A Test of the Inverse Square Law of Gravitation,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1843735,0.0
EPSRC,Sch of Chemistry,Functional metallocages and metallosupramolecular assemblies,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1799710,0.0
STFC,Astronomy Unit,Compact designs for high-resolution astronomical spectrometers,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1783364,0.0
STFC,Physics and Astronomy,Electron beam injection using a laser plasma injector (summary to follow),08/09/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1787274,0.0
EPSRC,Mathematical Institute,Fundamental groups and applications to arithmetic geometry,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1789793,0.0
STFC,Mullard Space Science Laboratory,MSSL/UCL Astrophysics Consolidated Grant 2016-2019,01/04/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/N000811/1,1138582.0
NERC,Groundwater,GroFutures: Groundwater Futures in Sub-Saharan Africa,14/05/2015,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/M008622/1,163331.0
STFC,Sch of Physics and Astronomy,GridPP5 Edinburgh H/W Tranche 2 grant,01/10/2018,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/S003665/1,24000.0
EPSRC,Electrical and Electronic Engineering,Instrument to identify defects and impurities in wide band gap semiconductors via excited states,01/04/2017,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P015581/1,791022.0
EPSRC,Oxford Physics,UK Quantum Technology Hub: NQIT - Networked Quantum Information Technologies,01/12/2014,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/M013243/1,38029960.0
NERC,Science and Technology,"Ice shelves in a warming world: Filchner Ice Shelf system, Antarctica",01/11/2019,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/L013436/2,11932.0
EPSRC,Materials,Spectroscopy and modelling of catalyst nanoparticles,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1802324,0.0
EPSRC,Physics and Astronomy,Novel liquid crystal filters for laser protection: understanding the physics of new modes and their incorporation in devices,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1823177,0.0
EPSRC,School of Physics and Astronomy,Optical Interactions of Chiral Molecules,03/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=2367036,0.0
MRC,School of Health Sciences,Mapping predictors of physical morbidity and mortality in schizophrenia,01/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1789937,0.0
EPSRC,Sch of Engineering,Modelling and Optimisation of Arrays of Novel Bio-Mimetic Energy Harvesters. Energy: Fluid Dynamics and Aerodynamics,03/10/2016,31/03/2020,Active,https://gtr.ukri.org:443/projects?ref=1738460,0.0
